project	run	randomized	qtf	tot_ccm	add_ccm	tot_ccs	add_ccs	tot_pc-sys	add_pc-sys	tot_pc-chg	add_pc-chg	tot_st-sys	add_st-sys	tot_st-chg	add_st-chg	ir_test_low	ir_test_high	randomized_div	qtf_div	tot_ccm_div	add_ccm_div	tot_ccs_div	add_ccs_div	tot_pc-sys_div	add_pc-sys_div	tot_pc-chg_div	add_pc-chg_div	tot_st-sys_div	add_st-sys_div	tot_st-chg_div	add_st-chg_div	ir_test_low_div	ir_test_high_div	randomized_bt	qtf_bt	tot_ccm_bt	add_ccm_bt	tot_ccs_bt	add_ccs_bt	tot_pc-sys_bt	add_pc-sys_bt	tot_pc-chg_bt	add_pc-chg_bt	tot_st-sys_bt	add_st-sys_bt	tot_st-chg_bt	add_st-chg_bt	ir_test_low_bt	ir_test_high_bt	tot_pf_all	add_pf_all	tot_pf_dp	add_pf_dp	tot_pf_pc	add_pf_pc	tot_pf_rc	add_pf_rc	tot_pf_pcc	add_pf_pcc	tot_pf_rcc	add_pf_rcc	tot_pf_all_div	add_pf_all_div	tot_pf_dp_div	add_pf_dp_div	tot_pf_pc_div	add_pf_pc_div	tot_pf_rc_div	add_pf_rc_div	tot_pf_pcc_div	add_pf_pcc_div	tot_pf_rcc_div	add_pf_rcc_div	tot_pf_all_bt	add_pf_all_bt	tot_pf_dp_bt	add_pf_dp_bt	tot_pf_pc_bt	add_pf_pc_bt	tot_pf_rc_bt	add_pf_rc_bt	tot_pf_pcc_bt	add_pf_pcc_bt	tot_pf_rcc_bt	add_pf_rcc_bt
hadoop-common	0	0.9920079709931743	0.9901675809097045	0.9916302457812287	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9777811385392357	0.9925111118674507	0.99330034438844	0.9947246530115714	0.985078313414079	0.9981217916749485	0.9915766760919155	0.998916620982892	0.9107986077931375	0.8953021101782502	0.9927963454957967	0.9953244251842792	0.9915336665050605	0.9978775227945877	0.9907470272882788	0.9980586822148776	0.9895064556610631	0.9919566749694942	0.989957681439297	0.9951835697848314	0.9899537510374299	0.9968774319483645	0.9945778444506421	0.997679946552961	0.9973135552798184	0.9976162187180749	0.9895441345602672	0.989555621513895	0.9916604390179438	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9816237070685099	0.9875021457524913	0.9862693446032048	0.9907155460118876	0.9853198593077988	0.9983633375686684	0.9915464828552005	0.9989468142196071	0.9107986077931375	0.8953021101782502	0.9919925646218085	0.9979104390179437	0.9878560911918568	0.9989672023029679	0.9880674438488616	0.995042081530021	0.9767147868440307	0.9943778303222915	0.997029279012797	0.9978765904256942	0.9965588565766551	0.9973107064935406	0.9942570573754317	0.9852292795976538	0.9942570573754317	0.9993295211435476	0.9942570573754317	0.9976990863609388	0.9942570573754317	0.9864672023029679	0.990730890725039	0.9974296603203195	0.9905913817054448	0.9948822740569575	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9930043670337583	0.9938516784466556	0.9907966124679985	0.9916031665
hadoop-common	1	0.9953368182147725	0.9903393326080676	0.9916302457812287	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9801401414934644	0.9919464355658469	0.9936097807148255	0.9966973883075063	0.9852292795976538	0.9980915984382336	0.9915194965153711	0.9988864277461771	0.9107986077931375	0.8953021101782502	0.989586370702918	0.994617133476843	0.9915336665050605	0.9978775227945877	0.9907470272882788	0.9980586822148776	0.9894740047949718	0.9925353746005359	0.9903196420458873	0.9943191722688126	0.9899537510374299	0.9968774319483645	0.9945778444506421	0.997679946552961	0.9973135552798184	0.9976162187180749	0.9948704258790261	0.9898945267116456	0.9916604390179438	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9816237070685099	0.9875021457524913	0.9863285689289891	0.9907155460118876	0.9853198593077988	0.9983633375686684	0.9915464828552005	0.9989468142196071	0.9107986077931375	0.8953021101782502	0.9870710670372674	0.9948307288730162	0.9916302457812287	0.9966423230759147	0.9922944969889582	0.9993597143802626	0.9916000525445138	0.998816236119393	0.9984517240654925	0.9971805376248146	0.994449180964669	0.9959581485842123	0.9942570573754317	0.998816236119393	0.9942570573754317	0.9983029510952384	0.9942570573754317	0.9986652699358182	0.9942570573754317	0.9932908738005525	0.9908004539301953	0.9963400719425956	0.990738490329702	0.9966219992822833	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.992883447872677	0.9938516784466556	0.990466451204699	0.9916031665
hadoop-common	2	0.9941929064338829	0.9899133461651319	0.9916000525445138	0.9986350766991031	0.9922341105155282	0.9984539172788133	0.9798004986074434	0.9919474182362669	0.9928929652906292	0.9963921991069968	0.9847461878102143	0.9981821781483785	0.9914893032786561	0.998916620982892	0.9107986077931375	0.8953021101782502	0.9927001485689466	0.9891416869721489	0.9915336665050605	0.9978775227945877	0.9907470272882788	0.9980586822148776	0.9894740047949718	0.9906523808236585	0.9902599796065615	0.9949708762129	0.9899537510374299	0.9968774319483645	0.9946080376873571	0.997679946552961	0.9973135552798184	0.9976162187180749	0.9856621533796637	0.9902184990833335	0.9916604390179438	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9816237070685099	0.9875021457524913	0.9864798275410068	0.9907155460118876	0.9853198593077988	0.9983633375686684	0.9915464828552005	0.9989468142196071	0.9107986077931375	0.8953021101782502	0.9854708254913737	0.9976990863609388	0.9883089897425814	0.9956157530276055	0.9878258979551418	0.9993295211435476	0.9794925646218084	0.9928983617232577	0.9977863031439921	0.9978465434032007	0.9973848581957527	0.9968844576599198	0.9942570573754317	0.998786042882678	0.9942570573754317	0.9959176853947553	0.9942570573754317	0.9953440138971708	0.9942570573754317	0.998725656409248	0.9906726156667639	0.9954026194622175	0.9900814422262717	0.9940387608548621	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9931254324090609	0.9938516784466556	0.9909172397297598	0.9916031665
hadoop-common	3	0.9928017029649312	0.990100700653668	0.9916302457812287	0.9986350766991031	0.9922341105155282	0.9984539172788133	0.9796661644703861	0.9919856730523096	0.9916014253606636	0.9954559317134676	0.9847159945734993	0.9981821781483785	0.9915798829888011	0.9989468142196071	0.9107986077931375	0.8953021101782502	0.9932237345117603	0.9970730281234433	0.9915336665050605	0.9978775227945877	0.9907470272882788	0.9980586822148776	0.9895898247007834	0.9908345455448405	0.9903518010126584	0.9942658010722828	0.9899537510374299	0.9968774319483645	0.9945778444506421	0.997679946552961	0.9973135552798184	0.9976162187180749	0.9962868843395296	0.9895215570636962	0.9916604390179438	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9816237070685099	0.9875021457524913	0.9859957122540175	0.9906550133242363	0.9853198593077988	0.9983633375686684	0.9915464828552005	0.9989468142196071	0.9107986077931375	0.8953021101782502	0.9844442554430645	0.9954345936073157	0.9828138206604558	0.9977292795976539	0.9916906322546587	0.9992087481966877	0.9899394245251901	0.9965517433657698	0.9979676087785033	0.9968777279723366	0.9966748885022346	0.996473123982827	0.9942570573754317	0.9849877337039341	0.9942570573754317	0.9939853182449969	0.9942570573754317	0.988761888293306	0.9942570573754317	0.9986652699358182	0.990437111590066	0.9959466825799725	0.9905842438775695	0.9964599696561096	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.993246643998585	0.9938516784466556	0.990978575470699	0.9916031665
hadoop-common	4	0.9909003819229857	0.9899733804926134	0.9916302457812287	0.9986350766991031	0.9922341105155282	0.9984539172788133	0.9794031491948636	0.9917652491684704	0.9918126680494975	0.9946744942562418	0.9852594728343689	0.9980915984382336	0.9914591100419411	0.9988864277461771	0.9107986077931375	0.8953021101782502	0.9921783359828119	0.9968704385196445	0.9915336665050605	0.9978775227945877	0.9907470272882788	0.9980586822148776	0.9892645439672285	0.9924211549559114	0.9902583063049482	0.9947354276255085	0.9899537510374299	0.9968774319483645	0.9945778444506421	0.997679946552961	0.9973135552798184	0.9976162187180749	0.9961674143934954	0.9900321539110584	0.9916604390179438	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9816237070685099	0.9875021457524913	0.9863587621657041	0.9907155460118876	0.9853198593077988	0.9983633375686684	0.9915464828552005	0.9989468142196071	0.9107986077931375	0.8953021101782502	0.9881882167957216	0.998786042882678	0.985048120177364	0.9971556081000693	0.9813947385348519	0.9986652699358182	0.9890638206604558	0.9942268641387166	0.996424098350505	0.9979371231133456	0.9971958593851158	0.9977213947060525	0.9942570573754317	0.9961894245251901	0.9942570573754317	0.9991785549599728	0.9942570573754317	0.997578313414079	0.9942570573754317	0.9991181684865428	0.9906146325078089	0.9956141183334437	0.9902261470069312	0.9947319370070703	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9932464977843636	0.9938516784466556	0.9907987238831535	0.9916031665
hadoop-common	5	0.9914816043350593	0.9898274273988383	0.9916302457812287	0.9986350766991031	0.9922341105155282	0.9984539172788133	0.9788152898452276	0.9928582169272225	0.9926903507226867	0.9973665503490243	0.9851990863609389	0.9982425646218085	0.991610076225516	0.998916620982892	0.9107986077931375	0.8953021101782502	0.9912001346242081	0.9954754367248838	0.9915336665050605	0.9978775227945877	0.9907470272882788	0.9980586822148776	0.9892903681594123	0.9924136146997641	0.9902305894231345	0.9954000573823754	0.9899537510374299	0.9968774319483645	0.9946080376873571	0.997679946552961	0.9973135552798184	0.9976162187180749	0.9904518446152948	0.9898862864536305	0.9916604390179438	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9816237070685099	0.9875021457524913	0.9866289747378695	0.9907155460118876	0.9853198593077988	0.9983633375686684	0.9915464828552005	0.9989468142196071	0.9107986077931375	0.8953021101782502	0.9823005356363013	0.9974273472305041	0.9843234824962046	0.9992691346701177	0.9899998109986201	0.9986954631725331	0.9881882167957216	0.997638699887509	0.9974531540405777	0.9969086522801585	0.9950933905018254	0.9968747231251783	0.9942570573754317	0.9930795211435476	0.9942570573754317	0.9932002940904074	0.9942570573754317	0.997517926940649	0.9942570573754317	0.9983935308053833	0.9904325963313134	0.9951294181895689	0.9899541092714192	0.9951234350090171	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9932464977843636	0.9938516784466556	0.9908882876598741	0.9916031665
hadoop-common	6	0.9963278482591549	0.9899458570799747	0.9916604390179438	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9805920832105544	0.992712241650434	0.9925565744654281	0.9954633242386078	0.9855010187280887	0.9981519849116636	0.9914257099083406	0.9988864277461771	0.9107986077931375	0.8953021101782502	0.9923858625525204	0.9943547110543497	0.9915336665050605	0.9978775227945877	0.9907470272882788	0.9980586822148776	0.9895896056440127	0.9919688393434587	0.9900214938663833	0.9939164662702451	0.9899537510374299	0.9968774319483645	0.9946080376873571	0.997679946552961	0.9973135552798184	0.9976162187180749	0.9932707297259432	0.9897698825513018	0.9916604390179438	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9816237070685099	0.9875021457524913	0.9864775699116305	0.9907155460118876	0.9853198593077988	0.9983633375686684	0.9915464828552005	0.9989468142196071	0.9107986077931375	0.8953021101782502	0.9906338689696346	0.9874937723512771	0.9917812119648036	0.9985444969889582	0.9901507771821949	0.9955855597908906	0.9884901491628713	0.9959176853947553	0.997755671264613	0.9982397865516023	0.9976359143845461	0.9971324560920587	0.9942570573754317	0.998816236119393	0.9942570573754317	0.9960988448150452	0.9942570573754317	0.998876622592823	0.9942570573754317	0.9983029510952384	0.9904631548390206	0.9959768758166876	0.9904346585671653	0.9953136333075027	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.993095239172346	0.9938516784466556	0.9908856647595058	0.9916031665
hadoop-common	7	0.9895100520991154	0.9896738868256206	0.9916302457812287	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9778011121337132	0.9920556320067448	0.9931402014731386	0.9962919872044268	0.985017926940649	0.9982727578585234	0.9915464828552005	0.9988864277461771	0.9107986077931375	0.8953021101782502	0.9924994018282008	0.9859166832821041	0.9915336665050605	0.9978775227945877	0.9907470272882788	0.9980586822148776	0.989651306655944	0.9912466472673972	0.9898690669300856	0.99569467141165	0.9899537510374299	0.9968774319483645	0.9945778444506421	0.997679946552961	0.9973135552798184	0.9976162187180749	0.9969133216505035	0.9895548843547473	0.9916604390179438	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9816237070685099	0.9875021457524913	0.98644416977803	0.9907155460118876	0.9853198593077988	0.9983633375686684	0.9915464828552005	0.9989468142196071	0.9107986077931375	0.8953021101782502	0.9906640622063495	0.9882486032691514	0.992596429356108	0.9989068158295379	0.9922944969889582	0.99631019747205	0.9920529510952384	0.987523965587992	0.9971200049371634	0.9970593260352906	0.997500605061138	0.9958254718508169	0.9942570573754317	0.9986954631725331	0.9942570573754317	0.9893053665541756	0.9942570573754317	0.9949213085831611	0.9942570573754317	0.993864545298137	0.9908866645958091	0.9969455450333302	0.9902883533274417	0.9955358601902162	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.992701849809723	0.9938516784466556	0.9906461569092688	0.9916031665
hadoop-common	8	0.9915980313142956	0.989849801305542	0.9916302457812287	0.9986350766991031	0.9922341105155282	0.9984539172788133	0.9788296305286639	0.9938996022986636	0.9925568607172365	0.9963461035667587	0.985078313414079	0.9981519849116636	0.991610076225516	0.9989468142196071	0.9107986077931375	0.8953021101782502	0.992223648598855	0.9934508459834084	0.9915336665050605	0.9978775227945877	0.9907470272882788	0.9980586822148776	0.9893217969154449	0.9922352665363643	0.9899627806945667	0.9940152893258398	0.9899537510374299	0.9968774319483645	0.9946080376873571	0.997679946552961	0.9973135552798184	0.9976162187180749	0.9969550409283855	0.989881162866537	0.9916604390179438	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9816237070685099	0.9875021457524913	0.9865987815011545	0.9907155460118876	0.9853198593077988	0.9983633375686684	0.9915464828552005	0.9989468142196071	0.9107986077931375	0.8953021101782502	0.9921133375686684	0.9922944969889582	0.9884599559261563	0.9960384583416152	0.9833874921580403	0.9954044003706007	0.9918717916749485	0.9921737240420984	0.9974229608038627	0.9977558174788344	0.9973685441652737	0.9964401497924221	0.9942570573754317	0.9974273472305041	0.9942570573754317	0.9879466709020017	0.9942570573754317	0.9947703423995863	0.9942570573754317	0.9892751733174606	0.9905001209638643	0.997006223935203	0.9905334719181619	0.9965415508876403	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9931861113109336	0.9938214852099405	0.9911028477428871	0.9916031665
hadoop-common	9	0.9921192605079825	0.989883962930114	0.9916000525445138	0.9986350766991031	0.9922341105155282	0.9984539172788133	0.9793602288588199	0.9926974392934071	0.9921441620064879	0.9962110183868522	0.985017926940649	0.9981217916749485	0.9915766760919155	0.9989468142196071	0.9107986077931375	0.8953021101782502	0.9930117448781479	0.9950355680211155	0.9915336665050605	0.9978775227945877	0.9907470272882788	0.9980586822148776	0.9894719662223663	0.9912394944076747	0.9902279668540117	0.9959935121154901	0.9899537510374299	0.9968774319483645	0.9945778444506421	0.997679946552961	0.9973135552798184	0.9976162187180749	0.9917421261344711	0.9897342004565012	0.9916604390179438	0.9986652699358182	0.9922341105155282	0.9984539172788133	0.9816237070685099	0.9875021457524913	0.9862974264247649	0.9907155460118876	0.9853198593077988	0.9983633375686684	0.9915464828552005	0.9989468142196071	0.9107986077931375	0.8953021101782502	0.9909358013367843	0.9957969124478954	0.9890034341870259	0.9911169607570741	0.9903621298391998	0.9957969124478954	0.9809116467474124	0.9968536757329196	0.9977860107155493	0.9987542412895278	0.9968074669265782	0.9972001274679536	0.9942570573754317	0.9952232409503109	0.9942570573754317	0.9969744486797795	0.9942570573754317	0.998846429356108	0.9942570573754317	0.9993295211435476	0.9903790555885617	0.9960982336204329	0.9905805988671424	0.9952479281907864	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9921435308053833	0.9986350766991031	0.9929439805603283	0.9938516784466556	0.9905583454533453	0.9916031665
